 ,Intensity,X (px),Y (px),X (nm),Y (nm),Z (nm),Left-Width (px),Right-Width (px),Up-Height (px),Down-Height (px),X Symmetry (%),Y Symmetry (%),Width minus Height (px),Frame Number
1630,908,39.325,24.409,3932.546,2440.915,4.485,0.980,1.149,0.959,1.184,0.920,0.895,-0.014,2959
1631,819,14.218,53.009,1421.824,5300.919,-122.377,0.733,1.010,1.026,1.714,0.841,0.749,-0.998,2959
1632,650,24.942,27.920,2494.207,2792.011,-125.832,1.231,0.576,1.747,1.099,0.637,0.772,-1.039,2959
1633,435,30.005,23.125,3000.536,2312.490,4.633,0.547,1.408,0.761,1.207,0.559,0.774,-0.013,2959
1634,980,39.398,24.394,3939.802,2439.443,14.740,0.989,1.205,0.979,1.152,0.902,0.919,0.063,2955
1635,462,10.340,16.569,1034.021,1656.894,161.037,1.245,1.441,0.864,0.891,0.927,0.985,0.930,2955
1636,132,5.581,47.943,558.069,4794.344,-89.599,1.501,0.827,1.436,1.525,0.710,0.970,-0.634,2959
1637,659,39.389,24.540,3938.939,2453.981,23.378,1.059,1.266,1.081,1.122,0.911,0.982,0.122,2954
1638,374,14.743,49.324,1474.280,4932.358,-38.556,1.193,0.902,1.096,1.256,0.861,0.932,-0.257,2953
1639,168,44.752,24.892,4475.209,2489.171,-51.948,1.443,0.954,1.638,1.126,0.796,0.815,-0.367,2953
1640,972,39.354,24.424,3935.423,2442.380,22.712,0.994,1.182,0.934,1.125,0.914,0.907,0.118,2951
1641,946,39.336,24.469,3933.580,2446.922,-5.737,1.038,1.131,1.100,1.147,0.957,0.979,-0.078,2949
1642,525,39.222,24.466,3922.176,2446.602,9.700,0.881,1.257,1.073,1.040,0.824,0.984,0.024,2948
1643,1093,29.782,23.371,2978.207,2337.058,-31.318,1.166,0.742,0.880,1.241,0.778,0.830,-0.212,2958
1644,751,14.327,53.114,1432.748,5311.404,-111.414,0.825,0.987,1.001,1.678,0.911,0.747,-0.868,2958
1645,511,14.748,56.912,1474.753,5691.232,-115.932,1.100,0.684,1.593,1.112,0.767,0.822,-0.920,2966
1646,574,44.417,24.447,4441.704,2444.737,62.016,1.138,1.251,1.034,1.112,0.953,0.964,0.244,2963
1647,830,44.428,24.458,4442.778,2445.757,-12.902,0.928,1.090,0.983,1.160,0.920,0.917,-0.126,2962
1648,835,14.139,52.948,1413.930,5294.847,-53.839,0.758,1.244,1.459,0.926,0.757,0.777,-0.383,2962
1649,856,14.288,52.954,1428.790,5295.427,-60.763,0.757,1.135,1.475,0.856,0.800,0.734,-0.439,2961
1650,775,50.974,25.690,5097.391,2568.960,160.373,2.042,0.757,1.051,0.822,0.541,0.877,0.926,2969
1651,518,14.574,56.703,1457.426,5670.350,-132.602,0.983,0.860,1.675,1.290,0.933,0.870,-1.123,2968
1652,305,46.754,23.960,4675.391,2395.961,-108.225,1.028,0.662,1.920,0.601,0.783,0.477,-0.831,2968
1653,650,14.636,56.864,1463.602,5686.394,-112.325,1.111,0.856,1.707,1.139,0.870,0.800,-0.878,2967
1654,231,39.952,24.031,3995.240,2403.063,76.846,1.799,0.644,0.703,1.424,0.527,0.661,0.315,2984
1655,589,49.840,26.025,4983.979,2602.530,-121.221,1.254,0.730,1.128,1.841,0.736,0.760,-0.984,3009
1656,377,49.533,26.161,4953.270,2616.111,-113.021,1.006,1.001,1.208,1.686,0.998,0.835,-0.886,3004
1657,1022,43.642,24.477,4364.184,2447.694,1.780,1.134,0.876,1.000,1.040,0.872,0.980,-0.031,3003
1658,557,43.537,24.558,4353.719,2455.834,7.552,1.128,1.147,1.234,1.032,0.991,0.911,0.008,3002
1659,1050,33.215,24.851,3321.548,2485.112,11.075,0.908,1.286,1.335,0.824,0.827,0.764,0.035,3024
1660,559,14.628,56.552,1462.754,5655.154,-127.257,1.008,0.857,1.488,1.433,0.919,0.981,-1.057,2999
1661,332,49.717,26.172,4971.675,2617.242,-124.924,1.225,0.707,1.208,1.752,0.732,0.816,-1.028,3001
1662,435,14.670,56.683,1467.025,5668.269,-106.157,1.123,0.926,1.497,1.359,0.904,0.952,-0.807,2997
1663,1614,33.011,25.267,3301.125,2526.708,40.172,0.760,1.476,0.886,1.160,0.680,0.866,0.190,3030
1664,239,33.486,25.225,3348.637,2522.507,36.112,1.278,1.472,1.059,1.511,0.930,0.824,0.181,3029
1665,1115,33.470,25.088,3346.987,2508.752,-64.729,0.881,0.980,0.848,1.485,0.947,0.727,-0.471,3025
1666,566,20.123,35.405,2012.308,3540.463,31.137,0.832,1.370,0.968,1.073,0.756,0.949,0.161,3025
1667,1052,33.338,25.004,3333.758,2500.363,-9.633,0.919,1.101,0.680,1.445,0.910,0.640,-0.104,3026
1668,333,33.235,24.763,3323.467,2476.300,86.832,1.013,1.398,1.260,0.769,0.840,0.758,0.381,3023
1669,966,17.879,20.419,1787.917,2041.932,83.349,1.342,0.828,0.823,0.991,0.763,0.907,0.356,3046
1670,491,17.513,20.490,1751.347,2049.019,32.825,1.298,1.136,0.992,1.275,0.933,0.875,0.168,3047
1671,796,48.220,24.956,4822.030,2495.605,18.410,0.794,1.262,1.279,0.689,0.772,0.700,0.088,3044
1672,837,35.297,23.634,3529.694,2363.446,-48.756,0.842,1.167,1.255,1.093,0.838,0.931,-0.339,3043
1673,472,48.123,24.833,4812.303,2483.251,-32.183,0.774,1.320,1.326,0.984,0.739,0.852,-0.216,3043
1674,607,35.250,23.659,3524.985,2365.905,-85.067,0.693,1.104,1.319,1.068,0.771,0.895,-0.590,3042
1675,900,30.932,28.363,3093.154,2836.267,-15.523,1.290,0.671,0.910,1.194,0.684,0.865,-0.142,3040
1676,352,17.655,20.611,1765.473,2061.149,94.711,1.361,1.019,1.010,0.926,0.856,0.957,0.445,3040
1677,464,18.036,20.553,1803.556,2055.295,80.509,0.750,1.755,1.095,1.072,0.599,0.989,0.338,3039
1678,410,17.706,20.708,1770.605,2070.814,88.667,1.482,1.251,1.353,0.985,0.915,0.843,0.396,3035
1679,1068,43.725,24.473,4372.473,2447.343,-5.725,1.132,0.851,1.006,1.055,0.859,0.976,-0.078,3073
1680,879,43.919,24.535,4391.907,2453.489,41.622,1.384,0.697,1.010,0.877,0.670,0.929,0.194,3072
1681,431,24.177,29.019,2417.694,2901.866,-107.877,0.716,1.339,1.188,1.694,0.697,0.825,-0.827,3070
1682,645,23.961,28.887,2396.064,2888.743,-115.544,1.301,0.612,1.694,1.135,0.640,0.802,-0.916,3066
1683,678,27.537,23.144,2753.653,2314.383,-26.299,1.044,0.912,0.787,1.358,0.932,0.734,-0.188,3089
1684,889,13.738,17.531,1373.753,1753.102,107.922,1.362,1.018,0.903,0.913,0.855,0.995,0.563,3096
1685,949,24.653,32.621,2465.347,3262.070,16.776,1.249,0.946,1.086,1.032,0.862,0.975,0.077,3061
1686,414,24.896,32.636,2489.600,3263.592,-38.115,1.247,0.694,1.181,1.013,0.715,0.923,-0.254,3060
1687,238,24.773,33.550,2477.347,3355.040,-11.273,1.386,0.925,1.241,1.185,0.800,0.977,-0.115,3059
1688,691,24.990,32.590,2499.004,3259.016,-27.562,1.380,0.665,1.175,1.064,0.651,0.950,-0.194,3058
1689,465,39.800,23.846,3980.008,2384.560,-113.436,1.134,0.675,1.637,1.062,0.746,0.787,-0.891,3097
1690,637,16.421,45.384,1642.140,4538.440,144.171,1.306,1.490,0.886,1.086,0.934,0.899,0.824,3053
1691,1008,19.624,36.292,1962.409,3629.164,15.762,1.170,0.950,0.845,1.206,0.896,0.824,0.070,3052
1692,614,16.026,45.485,1602.555,4548.507,170.921,1.089,1.735,0.836,1.000,0.771,0.910,0.988,3052
1693,296,19.499,36.250,1949.880,3625.044,8.779,1.283,1.158,0.893,1.530,0.949,0.737,0.018,3051
1694,646,16.253,45.237,1625.292,4523.736,158.733,1.108,1.576,0.645,1.122,0.826,0.730,0.917,3049
1695,671,14.513,49.616,1451.262,4961.556,-120.413,0.865,0.903,1.422,1.320,0.979,0.963,-0.974,3094
1696,806,39.638,23.838,3963.797,2383.763,-98.241,1.053,0.903,1.529,1.149,0.923,0.858,-0.722,3115
1697,963,27.230,23.142,2722.992,2314.187,7.926,0.850,1.215,0.708,1.347,0.823,0.689,0.011,3115
1698,649,56.205,28.678,5620.516,2867.835,27.916,0.889,1.266,1.061,0.948,0.825,0.944,0.146,3115
1699,828,39.603,23.751,3960.260,2375.098,-81.251,0.982,0.850,1.301,1.096,0.928,0.914,-0.566,3116
1700,553,15.102,59.111,1510.237,5911.097,-103.831,0.708,1.322,1.108,1.704,0.697,0.788,-0.782,3083
1701,592,14.917,59.349,1491.706,5934.876,-152.881,1.079,0.484,1.235,1.663,0.619,0.852,-1.335,3082
1702,451,16.783,41.964,1678.288,4196.401,97.397,1.612,1.033,1.413,0.762,0.781,0.701,0.469,3080
1703,648,58.288,30.333,5828.783,3033.282,-16.710,0.888,1.204,0.944,1.294,0.849,0.844,-0.147,3076
1704,1024,41.551,24.601,4155.145,2460.128,146.229,1.291,1.520,1.041,0.931,0.919,0.944,0.838,3074
1705,906,43.043,24.571,4304.299,2457.091,166.861,1.247,1.665,1.011,0.936,0.857,0.962,0.964,3075
1706,528,58.290,30.080,5828.985,3007.959,38.273,0.988,1.182,0.754,1.230,0.911,0.760,0.186,3075
1707,186,29.348,28.112,2934.790,2811.151,-90.344,1.359,0.999,1.308,1.691,0.847,0.872,-0.642,3075
1708,905,39.674,23.797,3967.398,2379.653,-48.862,1.190,0.901,1.355,1.076,0.862,0.885,-0.340,3114
1709,537,27.081,23.225,2708.097,2322.455,-12.134,0.742,1.338,0.795,1.406,0.714,0.722,-0.121,3114
1710,958,39.557,23.718,3955.745,2371.808,-98.577,0.984,0.732,1.395,1.047,0.853,0.858,-0.726,3113
1711,261,52.343,25.958,5234.340,2595.813,-16.948,1.096,1.488,1.764,0.969,0.849,0.709,-0.148,3113
1712,626,53.845,27.140,5384.541,2714.036,109.299,1.614,1.172,0.850,1.362,0.841,0.769,0.574,3122
1713,994,39.535,23.696,3953.499,2369.601,-77.696,0.989,0.982,1.375,1.139,0.996,0.906,-0.543,3112
1714,1766,39.446,23.683,3944.588,2368.294,-93.620,0.877,0.958,1.420,1.088,0.956,0.868,-0.674,3111
1715,1678,39.384,23.616,3938.370,2361.573,-91.861,0.880,1.062,1.372,1.227,0.906,0.944,-0.657,3110
1716,1121,27.796,30.466,2779.650,3046.624,72.249,1.336,0.892,0.951,0.988,0.800,0.981,0.290,3109
1717,253,39.747,23.568,3974.724,2356.752,-39.855,1.218,1.003,1.033,1.455,0.903,0.830,-0.267,3109
1718,658,27.808,30.532,2780.824,3053.193,-21.463,1.301,0.740,1.037,1.172,0.725,0.939,-0.167,3108
1719,754,39.709,23.607,3970.925,2360.701,-61.057,1.178,0.867,1.302,1.184,0.848,0.953,-0.441,3107
1720,798,17.166,41.938,1716.641,4193.770,15.591,0.812,1.299,1.398,0.643,0.769,0.630,0.069,3138
1721,438,39.811,23.796,3981.102,2379.574,-46.464,1.220,0.743,1.344,0.938,0.757,0.822,-0.319,3106
1722,139,41.014,21.856,4101.439,2185.612,-81.036,0.703,1.160,1.008,1.419,0.754,0.830,-0.564,3102
1723,1328,19.542,36.732,1954.166,3673.231,10.097,1.135,1.115,1.208,1.015,0.991,0.913,0.027,3143
1724,788,39.546,23.733,3954.649,2373.319,-106.709,0.985,0.887,1.546,1.139,0.948,0.848,-0.814,3100
1725,832,39.675,23.756,3967.451,2375.617,-92.299,1.085,0.932,1.486,1.192,0.924,0.890,-0.661,3099
1726,826,39.613,23.844,3961.258,2384.390,-100.844,1.076,0.881,1.549,1.157,0.900,0.855,-0.750,3098
1727,335,21.080,36.614,2107.984,3661.390,105.082,1.020,1.481,1.046,0.914,0.816,0.933,0.541,3139
1728,382,17.160,42.054,1716.019,4205.399,-118.411,0.801,1.202,0.955,1.997,0.800,0.647,-0.950,3137
1729,311,9.182,16.647,918.158,1664.661,86.709,1.149,1.527,1.260,1.035,0.859,0.902,0.380,3140
1730,646,16.379,46.018,1637.868,4601.759,52.588,1.105,1.169,0.666,1.392,0.972,0.647,0.216,3154
1731,414,14.483,49.271,1448.305,4927.068,-68.757,1.049,0.970,1.063,1.450,0.961,0.846,-0.493,3134
1732,333,14.341,49.308,1434.076,4930.837,-102.785,0.932,1.069,1.188,1.584,0.931,0.857,-0.770,3133
1733,515,52.251,26.242,5225.108,2624.207,-6.615,0.813,1.266,0.908,1.255,0.782,0.840,-0.084,3132
1734,874,52.035,26.176,5203.456,2617.577,-80.153,0.617,1.348,0.971,1.553,0.628,0.769,-0.559,3131
1735,1070,52.147,26.151,5214.713,2615.142,-44.804,0.697,1.190,0.860,1.331,0.739,0.785,-0.305,3130
1736,399,16.693,45.344,1669.326,4534.371,167.650,1.547,1.184,0.737,1.025,0.867,0.836,0.969,3164
1737,906,52.279,26.303,5227.900,2630.335,27.119,1.027,1.249,0.865,1.267,0.902,0.812,0.143,3123
1738,1166,30.180,23.577,3017.993,2357.721,-15.234,0.766,1.272,1.043,1.136,0.752,0.958,-0.141,3173
1739,581,43.326,24.035,4332.632,2403.502,-130.982,0.793,1.038,1.180,1.754,0.866,0.804,-1.103,3181
1740,253,59.291,31.175,5929.088,3117.457,92.033,1.072,1.618,0.821,1.446,0.797,0.724,0.423,3181
1741,220,43.211,23.964,4321.081,2396.390,-89.350,1.010,1.301,1.831,1.112,0.874,0.756,-0.632,3180
1742,778,43.328,24.218,4332.786,2421.819,-123.561,0.838,1.055,1.240,1.665,0.885,0.854,-1.012,3179
1743,459,21.105,36.702,2110.462,3670.227,-4.007,0.768,1.430,1.243,1.022,0.699,0.902,-0.067,3179
1744,306,31.795,27.423,3179.543,2742.290,-62.243,1.345,0.915,1.236,1.475,0.810,0.912,-0.451,3177
1745,671,48.845,25.580,4884.511,2558.016,-112.230,1.231,0.710,1.526,1.292,0.732,0.917,-0.877,3175
1746,606,30.358,23.343,3035.786,2334.301,-77.850,0.917,1.034,1.067,1.428,0.940,0.855,-0.544,3175
1747,1036,30.279,23.380,3027.902,2338.016,-0.233,0.870,1.198,0.975,1.137,0.841,0.923,-0.044,3174
1748,506,30.338,23.568,3033.833,2356.833,-14.733,0.927,1.175,1.083,1.157,0.882,0.967,-0.138,3172
1749,501,16.468,45.515,1646.763,4551.500,196.913,1.369,1.475,0.817,0.920,0.963,0.941,1.106,3169
1750,986,15.730,45.356,1573.049,4535.618,-81.147,1.099,0.692,1.005,1.351,0.772,0.853,-0.565,3167
1751,890,15.649,45.392,1564.883,4539.202,11.580,1.224,1.022,0.950,1.258,0.910,0.860,0.039,3166
1752,223,16.997,45.280,1699.664,4527.996,143.932,1.833,0.998,0.860,1.149,0.705,0.856,0.822,3165
1753,357,14.865,47.114,1486.539,4711.448,-90.330,1.409,0.722,1.017,1.755,0.677,0.734,-0.641,3162
1754,989,16.101,43.924,1610.136,4392.424,9.004,0.817,1.295,1.306,0.786,0.774,0.751,0.019,3159
1755,1023,43.212,24.472,4321.230,2447.204,30.129,0.878,1.287,0.977,1.032,0.811,0.972,0.156,3207
1756,394,20.774,34.887,2077.365,3488.676,112.451,1.654,0.928,1.248,0.736,0.719,0.741,0.599,3207
1757,1083,16.496,45.556,1649.646,4555.627,141.188,1.388,1.361,1.023,0.926,0.990,0.950,0.800,3153
1758,483,21.360,36.205,2136.042,3620.480,87.121,0.811,1.227,0.599,1.055,0.796,0.725,0.384,3153
1759,859,16.475,45.840,1647.505,4583.974,154.055,1.350,1.476,1.233,0.704,0.956,0.727,0.889,3152
1760,412,19.533,36.971,1953.267,3697.061,-9.331,0.978,1.159,1.500,0.740,0.916,0.661,-0.102,3151
1761,942,19.276,36.862,1927.630,3686.185,19.988,0.924,1.217,1.361,0.682,0.863,0.668,0.099,3150
1762,657,16.319,43.831,1631.863,4383.065,4.285,0.767,1.148,1.223,0.708,0.801,0.734,-0.015,3149
1763,969,16.107,45.326,1610.694,4532.608,115.400,1.038,1.600,0.924,1.093,0.787,0.916,0.621,3150
1764,972,22.174,21.935,2217.359,2193.528,58.162,0.825,1.375,1.321,0.648,0.750,0.658,0.231,3146
1765,338,22.121,21.923,2212.131,2192.301,119.546,1.028,1.510,1.305,0.585,0.810,0.619,0.648,3145
1766,507,19.495,36.594,1949.461,3659.422,71.216,1.078,1.173,1.024,0.941,0.958,0.958,0.285,3144
1767,565,43.425,24.509,4342.543,2450.904,-44.540,0.940,1.077,1.234,1.086,0.932,0.936,-0.303,3208
1768,1069,43.243,24.559,4324.287,2455.893,27.868,0.903,1.229,1.074,0.912,0.847,0.919,0.146,3206
1769,281,16.851,42.213,1685.065,4221.328,-23.576,1.497,0.905,1.161,1.418,0.754,0.900,-0.176,3206
1770,538,20.662,34.827,2066.248,3482.747,21.581,1.274,0.930,1.261,0.833,0.844,0.796,0.110,3204
1771,367,4.918,12.841,491.803,1284.106,43.467,1.620,0.792,1.351,0.863,0.657,0.780,0.198,3204
1772,356,4.866,12.999,486.639,1299.853,128.484,1.619,1.230,1.407,0.735,0.863,0.686,0.707,3203
1773,383,46.764,24.622,4676.448,2462.197,1.334,1.062,0.875,0.991,0.980,0.903,0.994,-0.034,3197
1774,392,58.314,28.768,5831.393,2876.840,-119.274,0.879,1.151,1.781,1.209,0.866,0.809,-0.960,3195
1775,1117,20.848,36.808,2084.822,3680.818,20.990,1.267,0.753,1.190,0.724,0.746,0.756,0.106,3189
1776,366,17.525,41.266,1752.537,4126.567,152.219,1.459,1.474,0.836,1.221,0.995,0.813,0.877,3188
1777,294,58.851,31.021,5885.150,3102.116,86.140,1.594,0.912,0.721,1.410,0.728,0.677,0.376,3184
1778,774,17.115,42.028,1711.481,4202.781,-1.816,0.761,1.389,0.725,1.478,0.708,0.658,-0.054,3205
1779,703,43.086,24.585,4308.570,2458.455,81.029,0.839,1.384,0.993,0.888,0.755,0.944,0.341,3205
1780,565,43.203,24.616,4320.291,2461.630,-41.687,0.851,1.240,1.291,1.080,0.814,0.911,-0.281,3211
1781,430,42.149,24.814,4214.854,2481.444,-34.756,0.818,1.448,1.418,1.077,0.722,0.864,-0.229,3223
1782,922,15.726,45.275,1572.644,4527.509,-23.314,1.176,0.819,0.898,1.272,0.821,0.828,-0.175,3217
1783,404,15.649,45.547,1564.872,4554.683,-94.936,1.128,0.968,1.372,1.412,0.924,0.986,-0.687,3218
1784,287,4.329,12.267,432.922,1226.737,97.503,1.227,1.739,1.043,1.452,0.827,0.836,0.470,3218
1785,464,41.115,24.734,4111.492,2473.381,-30.201,0.821,1.318,1.261,1.085,0.767,0.925,-0.207,3227
1786,942,41.046,24.668,4104.608,2466.794,18.157,0.821,1.417,1.206,0.946,0.733,0.879,0.086,3226
1787,612,40.851,24.674,4085.114,2467.392,71.813,1.555,0.861,1.205,0.923,0.713,0.868,0.288,3225
1788,526,19.162,20.706,1916.194,2070.555,84.673,0.923,1.604,1.309,0.853,0.730,0.789,0.364,3234
1789,494,40.845,24.844,4084.457,2484.446,86.797,1.620,0.875,1.238,0.876,0.701,0.829,0.381,3234
1790,532,19.233,20.808,1923.257,2080.756,147.762,1.149,1.685,1.101,0.885,0.811,0.891,0.848,3235
1791,1234,26.274,31.267,2627.413,3126.703,79.560,1.060,1.229,0.763,1.194,0.926,0.780,0.332,3245
1792,598,18.563,39.402,1856.300,3940.160,79.067,1.163,1.049,0.850,1.034,0.949,0.902,0.329,3245
1793,278,21.455,21.353,2145.476,2135.324,20.091,1.164,1.448,1.297,1.215,0.891,0.967,0.100,3245
1794,1044,23.173,22.518,2317.347,2251.768,34.031,0.878,1.364,1.030,1.038,0.783,0.997,0.174,3250
1795,801,24.085,28.841,2408.548,2884.081,-120.081,0.703,1.227,1.739,1.160,0.729,0.800,-0.970,3252
1796,960,22.870,30.789,2286.957,3078.885,-7.180,1.337,0.712,1.270,0.867,0.695,0.811,-0.088,3244
1797,690,21.929,21.627,2192.854,2162.732,132.902,1.615,1.075,1.074,0.878,0.799,0.900,0.738,3244
1798,999,22.817,30.871,2281.717,3087.069,-88.826,1.126,0.645,1.457,0.941,0.728,0.785,-0.627,3242
1799,1090,22.959,30.751,2295.907,3075.061,-103.559,1.251,0.586,1.449,1.166,0.638,0.892,-0.779,3243
1800,382,8.527,16.292,852.708,1629.233,110.717,1.224,1.043,0.712,0.969,0.920,0.847,0.585,3243
1801,606,23.166,22.403,2316.558,2240.327,-61.987,0.892,1.325,1.128,1.538,0.805,0.846,-0.449,3251
1802,554,24.109,28.997,2410.925,2899.696,-133.782,0.595,1.118,1.792,1.058,0.695,0.742,-1.137,3251
1803,1051,23.102,22.304,2310.179,2230.386,-14.600,0.759,1.313,0.987,1.222,0.732,0.894,-0.137,3249
1804,528,10.391,16.597,1039.131,1659.688,88.929,1.107,1.260,1.008,0.962,0.935,0.977,0.398,3249
1805,984,23.142,22.243,2314.200,2224.339,19.685,0.859,1.427,0.822,1.367,0.751,0.751,0.097,3248
1806,672,26.585,31.473,2658.545,3147.311,-36.083,1.120,0.972,1.135,1.195,0.929,0.974,-0.238,3246
1807,545,18.976,39.470,1897.564,3947.025,-6.653,1.359,0.777,1.150,1.070,0.728,0.964,-0.084,3246
1808,216,23.489,22.501,2348.858,2250.130,20.321,1.395,1.152,1.141,1.305,0.904,0.933,0.101,3285
1809,523,23.392,21.934,2339.201,2193.381,-9.345,0.943,1.261,1.447,0.859,0.855,0.745,-0.102,3287
1810,298,39.798,23.763,3979.813,2376.300,-121.554,1.102,0.770,1.473,1.387,0.823,0.970,-0.988,3287
1811,905,40.019,23.659,4001.867,2365.855,-98.422,0.615,1.346,1.473,1.211,0.627,0.902,-0.724,3286
1812,883,39.945,23.640,3994.547,2364.015,-103.741,1.197,0.641,1.482,1.136,0.697,0.868,-0.781,3284
1813,234,33.955,23.543,3395.469,2354.307,-45.781,1.546,0.766,1.314,1.311,0.663,0.999,-0.313,3282
1814,885,40.009,23.832,4000.939,2383.239,-89.827,0.650,1.242,1.463,1.065,0.687,0.842,-0.637,3281
1815,630,39.919,23.708,3991.930,2370.790,-94.562,1.283,0.652,1.493,1.125,0.674,0.859,-0.683,3280
1816,573,39.985,23.669,3998.523,2366.868,-105.317,1.293,0.533,1.447,1.177,0.584,0.897,-0.798,3279
1817,770,25.442,32.254,2544.199,3225.426,-35.027,0.940,1.062,0.933,1.299,0.939,0.836,-0.230,3303
1818,283,25.226,32.540,2522.568,3254.004,89.013,1.216,1.453,1.183,1.087,0.911,0.957,0.399,3275
1819,220,24.780,32.792,2477.975,3279.159,-62.325,1.466,1.071,1.884,1.104,0.844,0.739,-0.452,3302
1820,476,23.723,33.784,2372.262,3378.392,-19.162,1.299,0.963,1.339,1.080,0.852,0.893,-0.157,3299
1821,490,23.764,33.371,2376.429,3337.123,-45.987,1.288,0.861,1.212,1.252,0.802,0.984,-0.315,3298
1822,356,11.936,16.712,1193.585,1671.224,156.589,1.613,1.166,1.019,0.856,0.839,0.913,0.904,3294
1823,253,26.943,23.025,2694.345,2302.542,102.339,1.746,1.173,0.768,1.636,0.804,0.639,0.516,3294
1824,580,27.238,22.806,2723.798,2280.588,-11.377,0.906,1.224,1.335,0.911,0.851,0.811,-0.116,3293
1825,320,12.123,16.728,1212.293,1672.761,114.765,1.026,1.609,1.187,0.832,0.779,0.824,0.617,3293
1826,820,20.271,21.373,2027.064,2137.260,97.140,1.136,1.401,0.922,1.148,0.895,0.891,0.467,3289
1827,818,20.727,21.388,2072.745,2138.824,138.523,1.496,1.278,0.912,1.082,0.921,0.915,0.779,3288
1828,587,30.063,23.461,3006.321,2346.061,94.375,0.793,1.686,0.947,1.090,0.640,0.930,0.442,3288
1829,313,31.852,22.297,3185.223,2229.750,122.832,1.540,1.188,0.781,1.278,0.871,0.758,0.669,3319
1830,249,29.578,30.089,2957.772,3008.936,-57.965,1.526,1.018,1.030,1.930,0.800,0.696,-0.417,3319
1831,752,18.966,37.747,1896.560,3774.715,17.204,1.404,0.718,1.190,0.852,0.677,0.834,0.080,3318
1832,686,29.757,29.676,2975.738,2967.625,39.227,1.318,0.964,1.141,0.954,0.845,0.911,0.188,3318
1833,1030,29.578,29.581,2957.817,2958.119,-2.612,1.117,1.006,1.075,1.106,0.948,0.986,-0.059,3317
1834,620,16.154,46.871,1615.360,4687.098,136.055,1.126,1.649,1.297,0.718,0.812,0.713,0.760,3325
1835,810,29.675,29.606,2967.481,2960.586,-3.163,1.250,0.968,1.190,1.089,0.873,0.956,-0.062,3316
1836,630,16.153,46.864,1615.255,4686.433,177.720,1.149,1.770,1.277,0.614,0.787,0.649,1.027,3326
1837,1047,25.344,32.282,2534.407,3228.183,4.448,1.029,1.201,0.956,1.289,0.923,0.852,-0.014,3305
1838,279,25.889,32.278,2588.922,3227.760,71.048,1.597,1.178,0.994,1.496,0.849,0.799,0.284,3304
1839,257,59.160,31.033,5915.966,3103.305,-126.760,0.713,1.123,1.034,1.853,0.777,0.716,-1.051,3324
1840,164,23.469,7.725,2346.928,772.519,-12.932,1.676,0.993,1.161,1.634,0.744,0.831,-0.126,3321
1841,307,20.180,35.231,2017.963,3523.107,-54.870,0.994,1.294,1.102,1.578,0.869,0.822,-0.392,3330
1842,617,16.280,46.882,1627.978,4688.160,173.727,1.173,1.640,1.204,0.605,0.834,0.669,1.005,3334
1843,362,52.849,26.383,5284.866,2638.263,0.807,1.455,0.885,0.908,1.470,0.756,0.764,-0.037,3334
1844,434,22.178,35.656,2217.791,3565.551,-76.090,0.558,1.131,1.210,1.012,0.661,0.911,-0.533,3328
1845,829,22.070,35.569,2206.991,3556.919,-16.426,0.612,1.348,1.071,1.035,0.625,0.983,-0.146,3327
1846,569,16.286,46.914,1628.619,4691.373,152.522,1.324,1.611,1.311,0.745,0.902,0.725,0.879,3327
1847,248,16.822,43.762,1682.232,4376.176,76.000,1.627,1.122,1.390,1.049,0.816,0.860,0.310,3341
1848,590,28.140,23.042,2813.967,2304.207,-28.759,0.701,1.315,0.803,1.412,0.695,0.725,-0.200,3335
1849,474,27.888,22.941,2788.766,2294.078,56.412,1.438,0.948,1.443,0.719,0.795,0.665,0.225,3347
1850,1105,27.993,23.072,2799.282,2307.215,-62.891,1.284,0.617,0.877,1.480,0.649,0.744,-0.456,3340
1851,965,42.488,24.733,4248.837,2473.327,-44.082,0.928,0.887,1.162,0.953,0.977,0.901,-0.299,3340
1852,421,17.091,43.843,1709.089,4384.329,167.124,1.132,1.656,1.193,0.628,0.812,0.690,0.966,3340
1853,636,42.437,24.540,4243.741,2453.985,-10.889,0.958,1.101,1.175,0.997,0.930,0.918,-0.113,3339
1854,573,22.318,31.269,2231.779,3126.899,-100.957,0.748,1.040,1.029,1.510,0.836,0.811,-0.751,3366
1855,486,14.611,49.559,1461.136,4955.879,-10.927,1.286,0.950,1.202,1.148,0.850,0.977,-0.113,3360
1856,308,4.544,12.350,454.375,1235.031,127.557,1.154,1.499,0.857,1.095,0.870,0.878,0.701,3381
1857,350,4.326,12.392,432.635,1239.222,84.871,0.999,1.291,0.880,1.043,0.872,0.915,0.366,3380
1858,145,48.286,41.168,4828.561,4116.756,-16.577,1.260,1.488,1.336,1.559,0.917,0.923,-0.147,3376
1859,958,22.506,31.537,2250.587,3153.732,-84.580,0.921,1.002,1.233,1.278,0.958,0.982,-0.586,3365
1860,713,22.411,31.316,2241.101,3131.644,-82.046,0.902,0.989,1.173,1.288,0.954,0.953,-0.571,3364
1861,398,12.418,17.029,1241.768,1702.927,143.155,1.251,1.547,0.681,1.302,0.894,0.687,0.816,3405
1862,285,24.002,33.876,2400.202,3387.650,28.557,0.793,1.687,1.424,0.907,0.639,0.778,0.149,3402
1863,1044,23.619,34.037,2361.943,3403.704,-9.698,1.108,0.991,0.683,1.520,0.945,0.620,-0.105,3398
