 ,Intensity,X (px),Y (px),X (nm),Y (nm),Z (nm),Left-Width (px),Right-Width (px),Up-Height (px),Down-Height (px),X Symmetry (%),Y Symmetry (%),Width minus Height (px),Frame Number
678,706,17.499,20.173,1749.921,2017.251,13.759,1.061,1.045,0.756,1.294,0.992,0.738,0.055,1222
679,486,17.677,20.211,1767.701,2021.056,145.725,1.463,1.246,0.734,1.140,0.920,0.783,0.835,1217
680,654,17.341,20.192,1734.106,2019.214,102.138,1.142,1.264,0.679,1.213,0.950,0.718,0.514,1218
681,526,13.900,17.650,1390.000,1764.995,81.843,1.435,0.907,1.109,0.887,0.775,0.888,0.347,1241
682,264,32.515,26.445,3251.454,2644.541,84.193,1.126,1.392,1.044,1.113,0.894,0.968,0.361,1238
683,1087,26.056,31.608,2605.619,3160.832,19.059,0.725,1.403,1.067,0.969,0.681,0.952,0.093,1243
684,1089,37.626,24.011,3762.600,2401.063,4.168,1.107,0.918,0.670,1.372,0.907,0.656,-0.016,1246
685,690,25.983,31.700,2598.338,3170.039,19.523,1.550,0.676,1.174,0.956,0.608,0.898,0.096,1246
686,543,37.471,24.109,3747.083,2410.900,-55.974,1.078,0.938,0.867,1.550,0.930,0.718,-0.401,1245
687,322,25.930,31.751,2592.970,3175.069,-38.447,1.408,0.800,1.493,0.972,0.725,0.788,-0.256,1245
688,967,26.056,31.503,2605.622,3150.284,-54.680,0.637,1.325,1.291,1.061,0.649,0.902,-0.390,1244
689,785,13.736,17.610,1373.589,1761.034,74.582,1.369,0.948,1.038,0.978,0.818,0.970,0.301,1250
690,303,13.731,17.670,1373.144,1767.024,144.099,1.569,1.195,1.096,0.845,0.865,0.871,0.823,1249
691,780,13.955,17.605,1395.537,1760.467,96.700,1.514,0.893,1.082,0.861,0.742,0.886,0.463,1248
692,785,13.991,17.583,1399.078,1758.344,89.293,1.486,0.822,1.011,0.895,0.712,0.939,0.401,1254
693,667,13.709,17.421,1370.941,1742.087,109.712,1.486,1.067,0.935,1.040,0.836,0.947,0.577,1247
694,533,14.406,54.142,1440.558,5414.172,-78.011,0.870,0.958,0.914,1.459,0.952,0.770,-0.545,1247
695,440,37.475,23.863,3747.451,2386.265,28.932,1.077,1.191,1.352,0.766,0.950,0.723,0.151,1247
696,632,14.359,51.235,1435.934,5123.520,-102.209,0.866,1.022,1.139,1.513,0.917,0.859,-0.764,1256
697,687,14.408,51.247,1440.832,5124.736,-58.541,0.979,1.065,1.028,1.437,0.958,0.834,-0.421,1255
698,756,20.211,37.522,2021.072,3752.248,19.998,0.962,1.330,1.068,1.124,0.839,0.974,0.099,1259
699,551,15.877,44.754,1587.737,4475.422,-64.675,1.325,0.645,1.407,1.033,0.655,0.847,-0.470,1259
700,319,34.610,24.363,3460.978,2436.343,-60.377,1.178,1.208,1.188,1.635,0.987,0.842,-0.436,1268
701,679,14.428,53.501,1442.795,5350.123,-113.564,0.919,1.002,1.382,1.431,0.956,0.983,-0.892,1266
702,762,14.363,53.374,1436.336,5337.370,-88.946,0.792,0.999,1.095,1.324,0.884,0.906,-0.628,1265
703,774,14.334,53.389,1433.385,5338.890,-82.402,0.915,1.100,1.232,1.355,0.909,0.952,-0.573,1267
704,736,14.305,53.175,1430.526,5317.514,-99.217,0.688,0.906,0.912,1.414,0.864,0.784,-0.732,1264
705,446,34.577,23.946,3457.666,2394.576,95.191,1.183,1.132,1.203,0.663,0.978,0.710,0.449,1270
706,1048,34.372,23.872,3437.189,2387.219,-10.899,0.933,1.082,1.332,0.796,0.926,0.748,-0.113,1269
707,754,56.901,29.073,5690.070,2907.319,101.214,1.410,0.900,0.602,1.203,0.779,0.667,0.505,1279
708,272,15.082,48.482,1508.234,4848.199,55.713,0.887,1.937,1.193,1.408,0.628,0.917,0.222,1293
709,921,14.764,48.257,1476.428,4825.736,-61.008,1.189,0.687,0.977,1.340,0.733,0.843,-0.441,1292
710,497,43.253,23.814,4325.292,2381.436,-145.861,0.558,0.987,1.549,1.273,0.722,0.902,-1.278,1292
711,738,33.075,23.422,3307.517,2342.180,-39.277,0.677,1.348,1.026,1.262,0.669,0.897,-0.263,1289
712,489,14.843,48.576,1484.280,4857.643,-43.189,1.205,0.705,1.153,1.050,0.739,0.953,-0.293,1291
713,342,33.269,23.609,3326.894,2360.935,-122.955,0.715,1.161,1.212,1.669,0.762,0.841,-1.004,1288
714,559,14.673,58.562,1467.256,5856.199,-104.378,1.013,0.847,1.451,1.197,0.911,0.904,-0.787,1299
715,506,14.733,58.171,1473.284,5817.106,-128.517,1.119,0.753,1.148,1.796,0.804,0.780,-1.072,1298
716,411,42.904,23.859,4290.378,2385.926,-109.735,1.410,0.648,1.740,1.165,0.630,0.802,-0.848,1295
717,125,18.762,21.170,1876.175,2116.972,-57.112,1.058,1.457,1.550,1.375,0.841,0.940,-0.410,1308
718,425,15.237,46.517,1523.686,4651.709,-81.464,0.892,1.196,1.289,1.366,0.855,0.971,-0.567,1325
719,542,14.423,49.872,1442.311,4987.179,-44.905,0.894,0.956,1.266,0.890,0.966,0.825,-0.306,1343
720,833,14.586,49.928,1458.582,4992.757,-77.680,0.995,0.916,1.551,0.903,0.959,0.736,-0.543,1344
721,821,19.280,37.248,1927.978,3724.776,4.020,0.911,1.160,0.857,1.231,0.879,0.821,-0.017,1337
722,805,14.247,49.935,1424.722,4993.485,-60.777,0.843,1.133,1.494,0.921,0.853,0.763,-0.439,1337
723,805,14.327,49.870,1432.663,4987.042,-60.853,0.869,1.081,1.365,1.025,0.892,0.858,-0.440,1336
724,258,19.318,37.409,1931.770,3740.869,18.017,1.001,1.309,1.030,1.195,0.866,0.926,0.085,1336
725,397,40.983,24.903,4098.295,2490.314,114.932,1.771,0.882,1.345,0.691,0.665,0.678,0.618,1361
726,294,19.146,37.344,1914.607,3734.358,11.581,1.103,1.439,1.095,1.408,0.868,0.875,0.039,1335
727,228,19.402,37.384,1940.234,3738.360,14.071,1.231,1.233,1.086,1.321,0.999,0.902,0.057,1334
728,685,24.779,22.585,2477.879,2258.523,28.457,1.349,0.915,1.158,0.956,0.808,0.904,0.149,1333
729,361,14.299,49.710,1429.891,4970.989,-26.142,1.089,1.113,1.192,1.198,0.989,0.997,-0.187,1333
730,1046,15.279,46.411,1527.881,4641.057,-4.864,0.831,1.057,0.892,1.069,0.880,0.909,-0.073,1328
731,969,15.058,46.524,1505.836,4652.445,-3.522,0.759,1.355,1.066,1.112,0.718,0.979,-0.064,1327
732,1054,15.278,46.493,1527.829,4649.304,4.632,0.867,1.219,1.023,1.077,0.831,0.974,-0.013,1326
733,653,44.024,24.388,4402.427,2438.789,-34.743,0.611,1.274,1.057,1.056,0.648,0.999,-0.229,1374
734,329,44.314,24.450,4431.372,2445.026,84.331,1.203,1.678,1.063,1.456,0.835,0.844,0.362,1373
735,991,18.786,39.098,1878.598,3909.787,-11.643,1.290,0.765,0.749,1.424,0.745,0.689,-0.118,1380
736,1032,22.133,21.771,2213.283,2177.121,86.080,0.891,1.409,1.168,0.757,0.775,0.786,0.375,1380
737,250,15.008,46.406,1500.821,4640.577,-81.181,0.728,1.414,0.998,1.709,0.680,0.737,-0.565,1380
738,292,34.401,23.108,3440.115,2310.811,-23.478,1.093,1.362,1.079,1.551,0.890,0.821,-0.176,1364
739,566,41.086,24.822,4108.615,2482.164,73.340,0.864,1.346,1.126,0.789,0.782,0.824,0.295,1363
740,1125,40.993,24.712,4099.305,2471.248,7.419,1.379,0.652,1.120,0.904,0.642,0.894,0.007,1362
741,588,41.079,24.675,4107.882,2467.542,13.895,0.720,1.328,1.118,0.874,0.703,0.877,0.056,1360
742,144,37.542,56.638,3754.231,5663.817,13.493,1.221,1.151,1.572,0.747,0.971,0.644,0.053,1360
743,872,34.484,23.333,3448.389,2333.295,-67.723,0.924,0.961,1.104,1.269,0.981,0.930,-0.488,1357
744,932,19.443,36.513,1944.266,3651.296,10.889,1.064,1.093,1.024,1.100,0.986,0.964,0.033,1356
745,468,49.254,24.978,4925.399,2497.826,73.377,1.015,1.423,1.365,0.779,0.833,0.727,0.295,1393
746,952,19.142,37.272,1914.206,3727.198,28.341,0.875,1.400,0.904,1.223,0.769,0.850,0.148,1354
747,1224,19.070,37.228,1907.006,3722.837,66.584,0.824,1.286,0.683,1.165,0.781,0.740,0.262,1353
748,434,14.397,50.171,1439.748,5017.137,-112.554,0.860,0.955,1.034,1.662,0.948,0.767,-0.881,1353
749,306,4.171,11.112,417.070,1111.238,-2.063,1.087,1.498,0.915,1.726,0.841,0.693,-0.055,1353
750,962,19.123,37.242,1912.341,3724.235,73.773,0.866,1.522,0.815,1.276,0.725,0.780,0.297,1352
751,460,14.577,49.704,1457.689,4970.353,-99.759,1.030,0.937,1.522,1.183,0.953,0.874,-0.738,1352
752,439,3.856,10.798,385.586,1079.751,157.497,1.787,0.941,1.107,0.712,0.690,0.782,0.910,1352
753,960,19.292,37.300,1929.176,3730.029,-37.569,0.740,1.202,0.938,1.254,0.762,0.856,-0.250,1351
754,280,3.660,11.218,366.025,1121.783,41.041,1.449,1.195,0.945,1.507,0.904,0.771,0.192,1348
755,476,15.490,44.547,1549.019,4454.659,-49.843,0.922,1.022,1.120,1.173,0.949,0.977,-0.348,1347
756,400,4.028,10.860,402.762,1085.991,203.440,1.185,1.777,1.203,0.634,0.800,0.690,1.125,1347
757,755,14.515,49.773,1451.483,4977.258,-105.614,0.979,0.932,1.573,1.138,0.975,0.840,-0.801,1345
758,276,14.370,49.674,1436.970,4967.410,-3.186,0.918,1.315,1.277,1.018,0.823,0.887,-0.062,1342
759,275,20.472,37.015,2047.181,3701.451,-58.562,0.810,1.020,0.638,1.613,0.886,0.567,-0.421,1389
760,438,32.326,26.964,3232.637,2696.423,33.650,0.990,1.343,1.392,0.769,0.848,0.712,0.172,1388
761,361,49.295,24.909,4929.506,2490.870,70.263,0.885,1.308,1.184,0.728,0.807,0.762,0.280,1388
762,472,32.119,26.810,3211.853,2681.050,12.139,0.809,1.389,1.282,0.874,0.736,0.810,0.043,1386
763,1184,32.140,26.725,3214.004,2672.464,-24.969,0.688,1.124,1.189,0.805,0.759,0.807,-0.182,1385
764,1154,32.141,26.676,3214.074,2667.558,-55.173,0.659,1.142,1.130,1.066,0.732,0.971,-0.394,1384
765,1064,32.155,26.688,3215.469,2668.791,34.338,0.838,1.318,1.110,0.871,0.778,0.880,0.175,1383
766,535,18.685,39.010,1868.508,3901.008,-16.171,1.135,0.889,0.706,1.463,0.879,0.651,-0.145,1383
767,454,15.429,46.154,1542.907,4615.448,-14.156,0.874,1.087,0.764,1.331,0.891,0.729,-0.134,1383
768,1006,18.758,39.192,1875.755,3919.206,-5.914,1.332,0.873,0.906,1.378,0.792,0.793,-0.080,1382
769,337,14.968,46.218,1496.836,4621.785,-74.061,1.140,0.444,0.827,1.278,0.560,0.786,-0.521,1382
770,1247,18.728,39.177,1872.783,3917.659,19.024,1.266,0.813,0.765,1.223,0.782,0.770,0.092,1381
771,552,22.334,21.786,2233.416,2178.623,91.704,0.987,1.372,1.229,0.710,0.837,0.733,0.420,1381
772,917,22.289,22.057,2228.865,2205.654,8.300,0.860,1.210,0.670,1.385,0.831,0.652,0.014,1379
773,468,15.357,46.199,1535.693,4619.942,-82.542,0.935,1.020,0.908,1.621,0.956,0.718,-0.574,1379
774,867,22.659,21.870,2265.880,2186.989,146.191,1.287,1.621,1.236,0.834,0.885,0.806,0.838,1378
775,1048,22.691,22.055,2269.075,2205.527,128.721,1.381,1.573,0.599,1.647,0.935,0.533,0.709,1377
776,255,22.150,21.892,2214.969,2189.201,73.013,1.070,1.498,1.422,0.852,0.833,0.750,0.294,1376
777,600,21.219,36.848,2121.897,3684.759,-56.040,0.717,1.213,1.365,0.966,0.743,0.829,-0.401,1399
778,232,44.458,24.475,4445.835,2447.463,9.799,1.181,1.452,1.302,1.306,0.897,0.998,0.025,1399
779,658,14.371,54.541,1437.098,5454.129,-88.395,0.882,0.965,1.326,1.143,0.955,0.926,-0.622,1398
780,499,49.307,24.984,4930.718,2498.449,61.255,1.036,1.382,1.391,0.787,0.857,0.722,0.241,1396
781,192,49.324,24.916,4932.435,2491.639,172.928,1.164,1.824,1.280,0.708,0.779,0.712,1.000,1395
782,324,52.313,26.460,5231.299,2646.006,47.187,1.324,1.122,0.939,1.301,0.917,0.838,0.206,1432
783,591,14.445,52.831,1444.492,5283.092,-55.315,0.974,0.999,1.471,0.897,0.987,0.758,-0.396,1418
784,844,52.235,26.310,5223.472,2631.011,4.218,0.946,1.288,0.866,1.383,0.847,0.770,-0.016,1434
785,843,52.284,26.222,5228.359,2622.231,7.754,0.930,1.224,0.904,1.240,0.864,0.843,0.010,1433
786,486,58.557,30.509,5855.699,3050.893,26.424,1.189,1.124,1.022,1.151,0.972,0.941,0.140,1454
787,404,4.257,12.188,425.728,1218.829,190.263,1.292,1.685,0.724,1.170,0.868,0.764,1.084,1454
788,463,4.618,12.103,461.820,1210.287,203.818,1.561,1.267,0.537,1.165,0.896,0.631,1.127,1455
789,317,55.373,28.026,5537.279,2802.615,-101.446,1.011,1.016,0.798,1.985,0.998,0.573,-0.756,1452
790,512,14.521,49.723,1452.076,4972.293,-21.984,1.286,0.947,1.369,1.034,0.848,0.860,-0.169,1451
791,546,29.896,29.260,2989.553,2926.042,-17.566,1.239,0.765,0.862,1.293,0.763,0.800,-0.151,1451
792,228,14.490,49.460,1448.953,4946.046,-12.378,0.945,1.389,1.333,1.123,0.810,0.915,-0.123,1450
793,1003,19.352,36.930,1935.162,3692.993,23.971,1.007,1.260,1.328,0.813,0.889,0.759,0.126,1459
794,810,20.348,21.370,2034.800,2136.964,91.820,0.983,1.366,0.826,1.102,0.837,0.857,0.421,1459
795,1097,19.351,36.756,1935.100,3675.608,28.895,1.019,1.125,1.248,0.746,0.951,0.748,0.151,1458
796,556,4.606,12.000,460.589,1200.045,126.987,1.444,1.057,0.463,1.342,0.845,0.513,0.697,1458
797,499,19.523,37.016,1952.280,3701.568,-48.483,1.042,1.005,0.875,1.509,0.982,0.734,-0.337,1457
798,396,29.055,30.108,2905.475,3010.783,17.508,0.727,1.571,0.855,1.361,0.633,0.772,0.082,1457
799,206,25.503,32.625,2550.305,3262.494,91.699,1.355,1.519,1.253,1.201,0.943,0.979,0.420,1469
800,304,25.531,32.518,2553.139,3251.839,-16.514,1.226,1.205,1.242,1.334,0.991,0.964,-0.146,1468
801,730,19.599,36.910,1959.939,3690.998,3.538,1.036,0.800,1.218,0.638,0.871,0.687,-0.020,1463
802,300,49.774,24.934,4977.371,2493.365,45.336,1.607,1.131,1.754,0.782,0.826,0.617,0.202,1484
803,946,19.394,36.870,1939.402,3687.036,-8.003,0.991,1.067,1.344,0.807,0.963,0.750,-0.093,1462
804,499,20.371,21.329,2037.087,2132.929,80.805,1.070,1.273,0.838,1.164,0.913,0.837,0.340,1461
805,537,19.606,36.982,1960.593,3698.199,116.572,1.443,1.123,1.235,0.703,0.875,0.725,0.629,1461
806,1022,19.476,36.910,1947.634,3691.005,22.632,1.079,1.011,1.319,0.655,0.968,0.663,0.117,1460
807,882,20.311,21.234,2031.073,2123.441,81.981,1.068,1.227,0.756,1.191,0.931,0.776,0.347,1460
808,231,22.611,35.182,2261.060,3518.234,56.539,1.380,1.512,0.932,1.735,0.954,0.699,0.225,1483
809,578,22.391,34.946,2239.060,3494.646,-8.044,0.958,1.192,1.527,0.717,0.891,0.639,-0.094,1482
810,497,42.426,24.014,4242.551,2401.363,-71.660,0.931,0.966,0.863,1.542,0.982,0.717,-0.509,1473
811,738,42.444,23.994,4244.384,2399.376,-103.477,0.982,1.021,1.683,1.097,0.980,0.789,-0.778,1472
812,535,19.001,37.405,1900.052,3740.481,80.905,0.844,1.582,0.916,1.169,0.696,0.879,0.341,1515
813,144,37.600,24.065,3759.963,2406.472,-98.499,1.219,1.043,1.283,1.704,0.922,0.859,-0.725,1514
814,688,41.168,24.153,4116.850,2415.259,-101.555,0.654,1.195,1.055,1.552,0.708,0.809,-0.757,1505
815,603,38.130,23.946,3812.999,2394.627,84.666,0.878,1.486,1.362,0.638,0.743,0.638,0.364,1502
816,262,16.147,19.477,1614.739,1947.676,92.844,1.275,1.574,1.158,1.261,0.895,0.958,0.430,1528
817,266,15.857,19.219,1585.689,1921.930,20.604,1.487,0.959,1.055,1.288,0.784,0.900,0.103,1530
818,1037,42.177,24.702,4217.681,2470.198,6.968,0.826,1.298,1.228,0.892,0.778,0.842,0.004,1499
819,697,32.377,26.682,3237.688,2668.245,-25.520,0.923,1.039,1.201,0.945,0.941,0.881,-0.184,1498
820,691,42.303,24.673,4230.275,2467.267,15.109,0.838,1.124,1.064,0.833,0.855,0.879,0.065,1498
821,1064,42.441,24.710,4244.112,2470.992,20.583,1.010,1.159,1.170,0.896,0.931,0.867,0.103,1497
822,624,27.142,31.246,2714.244,3124.647,-30.240,0.691,1.274,0.941,1.231,0.703,0.866,-0.207,1497
823,267,32.192,26.460,3219.172,2646.005,-88.809,0.728,1.305,1.212,1.447,0.716,0.912,-0.627,1497
824,999,27.022,31.209,2702.150,3120.904,-39.751,0.615,1.332,0.864,1.349,0.631,0.781,-0.266,1496
825,429,40.481,23.850,4048.068,2385.041,-99.741,0.921,1.091,1.698,1.053,0.915,0.765,-0.738,1492
826,843,40.247,23.868,4024.674,2386.794,-111.381,0.768,1.114,1.691,1.058,0.816,0.770,-0.867,1491
827,553,40.431,23.885,4043.145,2388.501,-116.069,0.854,0.948,1.622,1.102,0.948,0.809,-0.922,1488
828,842,16.163,19.348,1616.316,1934.811,117.382,1.020,1.525,0.817,1.094,0.802,0.855,0.634,1529
829,373,31.257,28.256,3125.687,2825.602,-8.766,0.974,1.282,0.989,1.365,0.864,0.840,-0.099,1531
830,752,31.363,28.106,3136.250,2810.584,-51.389,0.855,1.007,0.803,1.421,0.919,0.722,-0.362,1527
831,1132,33.462,24.894,3346.212,2489.366,-13.826,0.957,1.017,1.323,0.782,0.970,0.743,-0.132,1525
832,1202,33.532,24.855,3353.156,2485.454,-12.512,1.034,0.896,1.293,0.760,0.929,0.741,-0.123,1526
833,865,31.102,28.426,3110.214,2842.578,77.278,0.854,1.501,0.972,1.064,0.725,0.955,0.318,1532
834,647,14.339,51.037,1433.871,5103.745,-54.259,0.884,1.100,0.863,1.508,0.891,0.728,-0.387,1522
835,101,22.455,3.192,2245.469,319.214,26.340,1.565,1.373,1.366,1.433,0.934,0.976,0.139,1522
836,377,26.355,31.559,2635.505,3155.891,85.600,1.041,1.375,1.134,0.911,0.862,0.891,0.371,1535
837,780,14.346,51.457,1434.645,5145.684,-96.554,0.810,1.025,1.205,1.334,0.883,0.949,-0.704,1520
838,734,33.428,24.895,3342.775,2489.483,-15.358,0.997,1.123,1.431,0.831,0.940,0.735,-0.142,1524
839,421,44.775,24.271,4477.503,2427.107,-106.125,1.236,0.738,1.229,1.552,0.748,0.884,-0.807,1517
840,1281,26.307,31.575,2630.710,3157.508,-2.027,0.855,1.145,1.108,0.948,0.855,0.922,-0.055,1536
841,743,19.549,38.412,1954.856,3841.159,-10.202,1.059,0.877,0.922,1.122,0.906,0.902,-0.108,1536
842,325,19.637,38.231,1963.701,3823.119,100.487,1.196,1.228,0.738,1.187,0.987,0.767,0.498,1537
843,824,14.569,51.262,1456.872,5126.195,-66.607,1.007,0.820,0.927,1.381,0.897,0.803,-0.482,1523
844,372,6.712,15.891,671.181,1589.144,172.164,1.518,1.342,1.178,0.686,0.938,0.736,0.996,1523
845,798,44.558,24.665,4455.784,2466.541,-116.054,1.048,0.833,1.427,1.375,0.886,0.981,-0.922,1518
846,396,47.096,24.408,4709.598,2440.830,14.486,0.663,1.499,0.813,1.288,0.613,0.774,0.061,1539
847,487,26.032,22.950,2603.170,2294.996,-1.394,0.664,1.405,1.454,0.666,0.642,0.629,-0.051,1545
848,940,15.251,47.014,1525.130,4701.405,-59.641,0.791,1.150,0.855,1.516,0.815,0.721,-0.430,1544
849,941,47.163,24.388,4716.265,2438.777,1.691,0.827,1.215,1.017,1.057,0.810,0.981,-0.032,1542
850,962,47.254,24.507,4725.418,2450.710,30.306,0.867,1.344,0.990,1.064,0.784,0.964,0.157,1541
851,1017,47.105,24.605,4710.506,2460.514,6.994,0.730,1.312,1.091,0.947,0.715,0.929,0.004,1540
852,594,46.949,24.544,4694.915,2454.375,8.831,1.429,0.624,0.968,1.067,0.608,0.951,0.018,1549
853,1035,25.974,22.850,2597.404,2285.036,14.524,1.414,0.740,1.307,0.786,0.687,0.751,0.061,1547
854,417,22.621,35.331,2262.088,3533.119,-67.179,1.239,0.804,0.964,1.564,0.787,0.763,-0.485,1559
855,950,47.139,24.550,4713.886,2455.005,19.304,0.834,1.336,1.034,1.041,0.769,0.996,0.094,1558
856,413,8.021,16.412,802.149,1641.221,101.535,0.929,1.877,1.064,1.233,0.662,0.926,0.508,1557
857,320,47.256,24.381,4725.614,2438.082,128.835,1.096,1.571,0.843,1.115,0.822,0.861,0.709,1557
858,259,47.151,24.388,4715.093,2438.763,19.661,0.986,1.531,1.058,1.362,0.783,0.874,0.097,1556
859,1140,22.534,35.049,2253.350,3504.880,-34.791,1.029,0.981,0.782,1.458,0.976,0.698,-0.229,1560
860,128,14.846,30.604,1484.579,3060.436,31.380,1.994,0.786,1.470,1.148,0.565,0.877,0.162,1560
861,718,21.961,32.328,2196.079,3232.813,-84.585,1.305,0.657,1.133,1.415,0.670,0.889,-0.586,1563
862,588,22.055,32.408,2205.502,3240.762,-69.088,0.687,1.365,1.286,1.261,0.670,0.990,-0.495,1562
863,891,22.104,21.744,2210.429,2174.404,114.768,0.870,1.592,1.115,0.729,0.707,0.791,0.617,1572
864,828,51.146,25.893,5114.625,2589.318,21.792,0.861,1.361,1.384,0.727,0.775,0.688,0.111,1576
865,725,51.084,25.861,5108.410,2586.125,11.075,0.723,1.406,1.302,0.793,0.679,0.757,0.035,1580
866,337,51.220,25.828,5122.028,2582.845,26.400,0.999,1.551,1.415,0.995,0.783,0.826,0.140,1577
867,713,53.244,26.625,5324.416,2662.523,23.165,0.837,1.361,1.132,0.945,0.762,0.910,0.121,1606
868,550,14.698,48.237,1469.767,4823.676,-89.501,1.127,0.756,1.026,1.490,0.803,0.816,-0.633,1606
869,370,53.129,26.807,5312.859,2680.677,2.952,0.905,1.390,1.282,1.036,0.789,0.894,-0.024,1605
870,373,38.106,23.646,3810.610,2364.619,-133.298,0.691,1.151,1.582,1.391,0.750,0.936,-1.131,1603
871,556,53.214,26.905,5321.377,2690.470,-41.593,0.809,1.285,1.467,0.908,0.773,0.764,-0.280,1604
872,426,38.303,23.498,3830.253,2349.776,-91.408,0.941,1.232,1.477,1.348,0.866,0.954,-0.652,1602
873,315,16.742,43.414,1674.159,4341.393,109.663,1.730,0.945,1.028,1.070,0.706,0.980,0.577,1601
874,728,23.450,33.857,2344.986,3385.663,1.299,1.008,1.143,1.388,0.797,0.937,0.730,-0.034,1620
875,780,49.429,25.158,4942.929,2515.766,26.264,1.025,1.248,0.798,1.335,0.902,0.748,0.139,1617
876,507,21.929,35.642,2192.885,3564.186,58.180,1.392,0.799,1.038,0.922,0.729,0.940,0.231,1617
877,393,22.038,35.703,2203.766,3570.263,49.633,0.912,1.289,1.072,0.920,0.829,0.924,0.210,1625
878,109,43.283,11.430,4328.272,1143.037,16.414,1.247,1.595,1.360,1.408,0.878,0.983,0.074,1617
879,680,21.817,35.822,2181.683,3582.173,-10.809,1.337,0.777,1.334,0.892,0.735,0.801,-0.112,1616
880,299,53.396,26.928,5339.628,2692.816,74.080,1.146,1.371,1.390,0.828,0.911,0.747,0.299,1614
881,391,40.197,24.067,4019.658,2406.745,1.814,1.125,1.561,1.025,1.692,0.838,0.755,-0.031,1612
882,913,38.831,23.684,3883.103,2368.378,-41.256,1.324,0.949,1.444,1.107,0.835,0.868,-0.278,1611
883,258,38.263,23.733,3826.276,2373.337,6.533,0.948,1.712,1.474,1.186,0.713,0.892,5.742E-4,1610
884,727,16.784,42.618,1678.444,4261.848,28.008,1.301,1.000,1.138,1.016,0.869,0.943,0.147,1627
885,879,38.257,23.352,3825.681,2335.181,-78.352,0.778,1.173,1.158,1.341,0.797,0.927,-0.547,1609
886,602,21.903,35.834,2190.261,3583.437,0.745,1.417,0.653,1.231,0.876,0.631,0.832,-0.038,1626
887,496,23.504,33.826,2350.415,3382.557,-45.985,0.935,0.981,1.320,0.910,0.976,0.816,-0.315,1621
888,457,37.813,23.961,3781.334,2396.129,-20.907,1.363,0.920,1.556,0.892,0.806,0.729,-0.165,1633
889,390,38.082,23.604,3808.177,2360.383,-116.129,0.634,1.265,1.602,1.220,0.668,0.865,-0.923,1632
890,1009,16.864,42.503,1686.402,4250.349,5.859,1.361,0.841,1.128,1.079,0.764,0.978,-0.005,1631
891,877,30.746,28.739,3074.570,2873.934,-35.540,1.223,0.807,1.327,0.937,0.795,0.828,-0.234,1631
892,557,32.222,26.917,3222.171,2691.660,16.116,0.898,1.222,1.282,0.766,0.847,0.748,0.072,1642
893,355,59.331,31.366,5933.088,3136.618,95.975,0.965,1.601,0.902,1.209,0.752,0.854,0.456,1642
894,1050,16.834,42.492,1683.379,4249.241,-9.761,1.303,0.742,1.051,1.099,0.725,0.978,-0.105,1630
895,532,14.389,50.019,1438.910,5001.949,-53.268,0.882,1.008,0.806,1.463,0.933,0.710,-0.378,1630
896,242,58.755,30.876,5875.495,3087.619,-45.624,1.582,1.080,1.818,1.155,0.811,0.777,-0.312,1630
897,803,16.779,42.480,1677.852,4247.991,-46.659,1.191,0.807,1.143,1.175,0.808,0.986,-0.321,1629
898,606,59.264,31.048,5926.420,3104.781,110.466,0.990,1.377,0.532,1.252,0.836,0.597,0.583,1629
899,282,22.093,35.220,2209.314,3521.969,-46.373,0.861,1.443,1.113,1.508,0.747,0.849,-0.318,1629
900,955,16.845,42.452,1684.490,4245.218,-1.752,1.289,0.843,1.070,1.115,0.790,0.979,-0.053,1628
901,360,30.929,28.560,3092.900,2855.998,-22.564,1.372,0.770,1.304,1.010,0.719,0.873,-0.172,1637
902,576,37.958,23.733,3795.793,2373.343,-14.886,1.444,0.738,1.277,1.045,0.677,0.900,-0.139,1635
903,645,16.641,44.132,1664.121,4413.232,119.837,1.448,1.155,0.691,1.262,0.887,0.707,0.650,1657
904,294,38.713,23.874,3871.343,2387.350,-87.738,1.227,0.941,1.541,1.243,0.868,0.893,-0.616,1648
905,889,37.048,23.680,3704.826,2368.042,0.297,0.696,1.370,1.131,0.975,0.674,0.926,-0.040,1674
906,1030,37.100,23.645,3709.981,2364.489,64.714,0.786,1.520,1.097,0.955,0.681,0.931,0.253,1673
907,438,28.578,30.109,2857.799,3010.870,-42.137,1.132,0.876,0.802,1.491,0.873,0.700,-0.285,1671
908,1141,26.017,22.886,2601.659,2288.599,24.150,0.629,1.411,1.169,0.743,0.617,0.777,0.128,1670
909,1061,28.692,30.302,2869.231,3030.151,17.577,1.318,0.860,0.943,1.153,0.790,0.900,0.082,1670
910,341,25.919,22.888,2591.927,2288.805,70.646,1.631,0.763,1.339,0.773,0.637,0.732,0.282,1669
911,879,28.744,30.248,2874.415,3024.843,-36.342,1.202,0.875,0.914,1.403,0.843,0.789,-0.240,1668
912,455,28.697,30.183,2869.746,3018.320,-7.172,1.212,0.898,0.973,1.226,0.851,0.885,-0.088,1667
913,283,14.584,50.935,1458.410,5093.459,-19.459,1.119,1.096,1.399,0.975,0.990,0.821,-0.159,1667
914,406,12.964,17.189,1296.436,1718.872,155.657,1.879,0.921,0.769,1.132,0.658,0.809,0.899,1693
915,261,14.643,51.603,1464.292,5160.302,-43.379,1.478,1.178,1.667,1.283,0.887,0.870,-0.294,1664
916,454,16.417,44.239,1641.674,4423.892,139.878,1.423,1.432,0.835,1.230,0.997,0.809,0.790,1658
